rectype,issueid,project_owner,project_name,actor,time,text,action,title,clean_text
rectype,issueid,project_owner,project_name,actor,time,text,action,title,text
issue_title,399,nilearn,nilearn,Titan-C,2015-02-05 14:13:09,"This pull request uses the today published sphinx-gallery-0.0.5 in pypi to generate the gallery.
It also updates some examples to a python3 compatible syntax, so they can be executed within sphinx-gallery. As sphinx-gallery already imports from future print and division

I'm listening to comments and bugs.
the old gen_rst.py shall be deleted before merge.
",start issue,Sphinx-gallery into nilearn ,thi pull request use today publish sphinxgallery005 pypi gener galleri It also updat exampl python3 compat syntax execut within sphinxgalleri As sphinxgalleri alreadi import futur print divis Im listen comment bug old genrstpi shall delet merg
issue_closed,399,nilearn,nilearn,lesteve,2015-04-14 07:50:31,,closed issue,Sphinx-gallery into nilearn ,
pull_request_title,399,nilearn,nilearn,Titan-C,2015-02-05 14:13:09,"This pull request uses the today published sphinx-gallery-0.0.5 in pypi to generate the gallery.
It also updates some examples to a python3 compatible syntax, so they can be executed within sphinx-gallery. As sphinx-gallery already imports from future print and division

I'm listening to comments and bugs.
the old gen_rst.py shall be deleted before merge.
",f733ad2b1521f4474d050a00c89004509f775441,Sphinx-gallery into nilearn ,thi pull request use today publish sphinxgallery005 pypi gener galleri It also updat exampl python3 compat syntax execut within sphinxgalleri As sphinxgalleri alreadi import futur print divis Im listen comment bug old genrstpi shall delet merg
pull_request_merged,399,nilearn,nilearn,lesteve,2015-04-14 07:50:31,Sphinx-gallery into nilearn ,ad0d4672dd8f4972b22421d047b293d0f84c0f33,Pull request merge from Titan-C/nilearn:sphinxgallery to nilearn/nilearn:master,sphinxgalleri nilearn
issue_comment,399,nilearn,nilearn,GaelVaroquaux,2015-02-12 14:04:16,"> Also I think what @GaelVaroquaux had in mind was shipping a version of
> sphinx-gallery in nilearn/doc/sphinxext rather than requiring to do pip
> install sphinx-gallery.

Yes.
",,,ye
issue_comment,399,nilearn,nilearn,GaelVaroquaux,2015-02-13 08:38:20,"> If one keeps a local version of the sphinx-gallery extension, and
> probably every project will keep its own local copy. What was the aim
> of keeping the centralized extension? wont all versions end up
> branching again?

Keeping a local version doesn't mean that we will branch. The idea is to
have a synchronization script that copies exactly the sphinx-gallery code
in the projects that use it. In these projects it should never be
modified. One example of this pattern is how joblib is integrated in
scikit-learn, in sklearn/externals.

> Isn't it better to use the git version installed in develop mode more
> practical?

More practical for you. It raises two problems. One is of technicality.
It's one more thing to learn and master for a contributor. These things
pile up and make it harder and harder to contribute to a project. The
second problem is that it means that any backword incompatible change or
bug introduce in sphinx-gallery will break the projects using it.
Decoupling is a good thing.
",,,keep local version doesnt mean branch the idea synchron script copi exactli sphinxgalleri code project use In project never modifi one exampl pattern joblib integr scikitlearn sklearnextern more practic It rais two problem one technic it one thing learn master contributor these thing pile make harder harder contribut project the second problem mean backword incompat chang bug introduc sphinxgalleri break project use decoupl good thing
issue_comment,399,nilearn,nilearn,GaelVaroquaux,2015-02-16 12:23:17,"> Tiny comment: I am wondering whether the joblib import in doc_resolv.py should
> not try to import it from sklearn.externals as a fall-back if joblib is not
> installed.

:+1:. We cannot have a joblib dependency.

I would actually favor not using joblib but a simple shelve, and a test
to see if the URL is already in the shelve.

Here is some pseudo code to implement what I have in mind:

<pre>
import shelve
mem = shelve.open('foo')
if not url in mem:
    data = get_url(url)
    mem[url] = data
    mem.sync()
else:
    data = mem[url]
</pre>
",,,1 We cannot joblib depend I would actual favor use joblib simpl shelv test see url alreadi shelv here pseudo code implement I mind preimport shelv mem shelveopenfoo url mem data geturlurl memurl data memsync els data memurl pre
issue_comment,399,nilearn,nilearn,GaelVaroquaux,2015-02-16 16:41:46,"> I would be inclined to say let's just use the joblib +
> sklearn.externals.joblib fall-back for now so that we can merge this
> PR.

I'd rather not. Creeping dependencies are a problem, and we must tackle
them. The pseudo code that I have given demonstrates how easy it is to
use shelve.

> As far as I know, the two projects that are closer to start using
> sphinx-gallery are nilearn and scikit-learn anyway.

Well, as Oscar is mentionning, it's already posing problems for CI.

But anyhow, let us foster adoption by having little dependencies.
",,,Id rather creep depend problem must tackl the pseudo code I given demonstr easi use shelv well oscar mention alreadi pose problem CI but anyhow let us foster adopt littl depend
issue_comment,399,nilearn,nilearn,GaelVaroquaux,2015-04-14 05:59:36,"> There are examples missing, because documentation calls them.

Good catch. Could you add an issue listing all the problems that you have
found in the documentation. We can address it separately.
",,,good catch could add issu list problem found document We address separ
issue_comment,399,nilearn,nilearn,GaelVaroquaux,2015-04-14 06:50:24,"Almost there: only a few cosmetic comments. After these are addressed, we are ready to merge.

Congratulations, this is great!
",,,almost cosmet comment after address readi merg congratul great
