rectype,issueid,project_owner,project_name,actor,time,text,action,title,clean_text
rectype,issueid,project_owner,project_name,actor,time,text,action,title,text
issue_title,608,nilearn,nilearn,AlexandreAbraham,2015-06-12 00:23:05,"Now that we have the nifti spheres masker, it is possible to use Power 2011 atlas.
",start issue,Add fetcher for power 2011 atlas.,now nifti sphere masker possibl use power 2011 atla
issue_closed,608,nilearn,nilearn,lesteve,2015-06-18 13:19:25,,closed issue,Add fetcher for power 2011 atlas.,
pull_request_title,608,nilearn,nilearn,AlexandreAbraham,2015-06-12 00:23:05,"Now that we have the nifti spheres masker, it is possible to use Power 2011 atlas.
",a40a71630c16cc618d36cfa17bf4a56c932daed2,Add fetcher for power 2011 atlas.,now nifti sphere masker possibl use power 2011 atla
pull_request_merged,608,nilearn,nilearn,lesteve,2015-06-18 13:19:25,Add fetcher for power 2011 atlas.,e7f271839261046ce8d80136ec3c9acab8fe112d,Pull request merge from AlexandreAbraham/nilearn:power to nilearn/nilearn:master,add fetcher power 2011 atla
issue_comment,608,nilearn,nilearn,bthirion,2015-06-12 20:51:15,"Travis failure: download time out.

Otherwise, an example using it would be great.
",,,travi failur download time otherwis exampl use would great
issue_comment,608,nilearn,nilearn,AlexandreAbraham,2015-06-12 21:26:48,"I will commit again to relaunch travis.

> Otherwise, an example using it would be great.

I'm still thinking about that. Any idea is welcome.
",,,I commit relaunch travi Im still think ani idea welcom
issue_comment,608,nilearn,nilearn,GaelVaroquaux,2015-06-12 21:45:40,"One remark on these fetchers: I would like us to start having a name convention for atlases: something like fetch_atlas_foobar. It would help with discovery via tab completion.

Sent from my phone. Please forgive brevity and mis spelling

On Jun 12, 2015, 14:26, at 14:26, Alexandre Abraham notifications@github.com wrote:

> I will commit again to relaunch travis.
> 
> > Otherwise, an example using it would be great.
> 
> I'm still thinking about that. Any idea is welcome.
> 
> ---
> 
> Reply to this email directly or view it on GitHub:
> https://github.com/nilearn/nilearn/pull/608#issuecomment-111622490
",,,one remark fetcher I would like us start name convent atlas someth like fetchatlasfoobar It would help discoveri via tab complet sent phone pleas forgiv breviti mi spell On jun 12 2015 1426 1426 alexandr abraham notificationsgithubcom wrote
issue_comment,608,nilearn,nilearn,AlexandreAbraham,2015-06-13 20:56:38,"Fixed.

On Fri, Jun 12, 2015 at 11:45 PM, Gael Varoquaux notifications@github.com
wrote:

> One remark on these fetchers: I would like us to start having a name
> convention for atlases: something like fetch_atlas_foobar. It would help
> with discovery via tab completion.
> 
> Sent from my phone. Please forgive brevity and mis spelling
> 
> On Jun 12, 2015, 14:26, at 14:26, Alexandre Abraham <
> notifications@github.com> wrote:
> 
> > I will commit again to relaunch travis.
> > 
> > > Otherwise, an example using it would be great.
> > 
> > I'm still thinking about that. Any idea is welcome.
> > 
> > ---
> > 
> > Reply to this email directly or view it on GitHub:
> > https://github.com/nilearn/nilearn/pull/608#issuecomment-111622490
> 
> —
> Reply to this email directly or view it on GitHub
> https://github.com/nilearn/nilearn/pull/608#issuecomment-111626654.
",,,fix On fri jun 12 2015 1145 PM gael varoquaux notificationsgithubcom wrote
issue_comment,608,nilearn,nilearn,AlexandreAbraham,2015-06-18 08:09:03,"@lesteve This one is also part of the #HappyMergeDay!

Note: I'm planning to add an example using this atlas and Destrieux's afterward.
",,,lestev thi one also part happymergeday note Im plan add exampl use atla destrieux afterward
issue_comment,608,nilearn,nilearn,lesteve,2015-06-18 09:26:18,"You know it's not going to be a #HappyMergeDay when the Travis tests are not even passing ;-).

I guess you need to tweak setup.py so that the missing csv is part of the package_data.
",,,you know go happymergeday travi test even pass I guess need tweak setuppi miss csv part packagedata
issue_comment,608,nilearn,nilearn,lesteve,2015-06-18 11:33:27,"Failing tests: verbose parameter wasn't removed in one of the tests.
",,,fail test verbos paramet wasnt remov one test
issue_comment,608,nilearn,nilearn,lesteve,2015-06-18 13:19:22,"Merging, thanks.
",,,merg thank
pull_request_commit_comment,608,nilearn,nilearn,bthirion,2015-06-12 20:48:22,"composed
",a40a71630c16cc618d36cfa17bf4a56c932daed2,"(None, '', u'nilearn/datasets.py')",compos
pull_request_commit_comment,608,nilearn,nilearn,bthirion,2015-06-12 20:48:46,"Used to force
",a40a71630c16cc618d36cfa17bf4a56c932daed2,"(None, '', u'nilearn/datasets.py')",use forc
