rectype,sha,ins_del_count,issueid,actor,date,text,similarity
pull_request_commit,ffdeb6c5b8082197845d366fb44e085c1b6ae2e6,47,1295,KamalakerDadi,2016-10-01 18:16:56,Fixing data dtype retrieval from images directly with img.get_data().dtype,NA
pull_request_commit_comment,NA,NA,1295,AlexandreAbraham,2016-09-28 09:35:14,"This should be 3 and not 1 given that 3 files are downloaded.
",0.7410557817472778
 , , , , , , , 
 , , , , , , , 
pull_request_commit,b77f3eb50854998e745db5a652b8edf5afaea49f,52,1295,GaelVaroquaux,2016-10-10 21:59:10,"DOC: fix the copybutton javascript,

and make it discoverable via CSS.",NA
pull_request_commit_comment,NA,NA,1295,AlexandreAbraham,2016-09-28 09:35:14,"This should be 3 and not 1 given that 3 files are downloaded.
",0.8183383482778531
pull_request_commit_comment,NA,NA,1295,KamalakerDadi,2016-10-06 21:17:55,"May be this sounds good `fetch_atlas_allen_2011` ?
",0.5096674280643056
pull_request_commit_comment,NA,NA,1295,KamalakerDadi,2016-10-07 11:32:27,"@GaelVaroquaux Any suggestions on the name ?
",0.5071571718588731
issue_comment,NA,NA,1295,KamalakerDadi,2016-10-06 21:19:23,"Some minor comments from my side.
",0.5030665931515794
 , , , , , , , 
 , , , , , , , 
pull_request_commit,17f05da46bd6dc56464f93a6d94be052e8b5ad48,237,1342,ahoyosid,2016-12-13 20:09:45,adding backport,NA
pull_request_commit_comment,NA,NA,1342,KamalakerDadi,2016-12-11 09:27:30,+1,1.0524957528279966
issue_comment,NA,NA,1342,ahoyosid,2016-12-09 17:35:38,"@KamalakerDadi @mrahim @AlexandreAbraham @lesteve
Can someone of you review this?
",0.6956115872251799
issue_comment,NA,NA,1342,KamalakerDadi,2016-12-11 06:24:52,General comment: What is the motivation of this PR ? Is because of conflicts ?,0.6641575313301227
issue_comment,NA,NA,1342,GaelVaroquaux,2016-12-11 10:16:02,"> The cross_validation module is going to be deprecated in 0.20 not 0.18.

No: it's deprecate in 0.18, it's going to be remove in 0.20. We shouldn't
be using it.

> For the moment we can still use the check_cv in cross_validation.

No, not when 0.18 is installed. We need to make an adaption layer.
",0.5901667894176765
pull_request_commit_comment,NA,NA,1342,GaelVaroquaux,2016-12-11 09:25:04,"I don't understand. That's the wrong change: it is importing the deprecated check_cv in 0.18. We shouldn't use the sklearn.cross_validation module in sklearn > 0.18, we should use sklearn.model_selection.",0.5656884407682021
pull_request_commit_comment,NA,NA,1342,KamalakerDadi,2016-12-11 06:08:45,"Sorry, I didn't understood your change or if I am missing. What do we do when people have scikit-learn version < 0.20 ? Edited: Or the other way who have newer version ?
",0.5643131880845389
pull_request_commit_comment,NA,NA,1342,ahoyosid,2016-12-11 08:28:45,"The change is simple, not importing check_cv from model_selection, as it does not receive an X param and it causes conflicts.
My bad, that comment was a personal message, I'll remove it.",0.5374651867757858
pull_request_commit_comment,NA,NA,1342,ahoyosid,2016-12-11 09:59:41,"Ok, my bad (again).
The cross_validation module is going to be deprecated in 0.20 not 0.18.
The check_cv in model_selection does not receive X as param, as well as the CV API. Then, we have to think about this deprecation in near future --e.g. using cross validation in Nilearn examples.
For the moment we can still use the check_cv in cross_validation. 
",0.5239826044877611
 , , , , , , , 
 , , , , , , , 
pull_request_commit,b698b0e214c46bb5351b4e871325bcb107dc4167,34,1342,ahoyosid,2016-12-17 16:06:24,wrapping old check_cv into the new one,NA
pull_request_commit_comment,NA,NA,1342,KamalakerDadi,2016-12-11 09:27:30,+1,0.9723652405951502
issue_comment,NA,NA,1342,KamalakerDadi,2016-12-11 06:24:52,General comment: What is the motivation of this PR ? Is because of conflicts ?,0.6340610689812767
issue_comment,NA,NA,1342,ahoyosid,2016-12-09 17:35:38,"@KamalakerDadi @mrahim @AlexandreAbraham @lesteve
Can someone of you review this?
",0.488657395328424
issue_comment,NA,NA,1342,GaelVaroquaux,2016-12-11 10:16:02,"> The cross_validation module is going to be deprecated in 0.20 not 0.18.

No: it's deprecate in 0.18, it's going to be remove in 0.20. We shouldn't
be using it.

> For the moment we can still use the check_cv in cross_validation.

No, not when 0.18 is installed. We need to make an adaption layer.
",0.4612814366845759
pull_request_commit_comment,NA,NA,1342,ahoyosid,2016-12-11 08:28:45,"The change is simple, not importing check_cv from model_selection, as it does not receive an X param and it causes conflicts.
My bad, that comment was a personal message, I'll remove it.",0.4424289269526077
pull_request_commit_comment,NA,NA,1342,KamalakerDadi,2016-12-11 06:08:45,"Sorry, I didn't understood your change or if I am missing. What do we do when people have scikit-learn version < 0.20 ? Edited: Or the other way who have newer version ?
",0.40603738938847767
pull_request_commit_comment,NA,NA,1342,GaelVaroquaux,2016-12-11 09:25:04,"I don't understand. That's the wrong change: it is importing the deprecated check_cv in 0.18. We shouldn't use the sklearn.cross_validation module in sklearn > 0.18, we should use sklearn.model_selection.",0.3792596308947431
pull_request_commit_comment,NA,NA,1342,ahoyosid,2016-12-11 09:59:41,"Ok, my bad (again).
The cross_validation module is going to be deprecated in 0.20 not 0.18.
The check_cv in model_selection does not receive X as param, as well as the CV API. Then, we have to think about this deprecation in near future --e.g. using cross validation in Nilearn examples.
For the moment we can still use the check_cv in cross_validation. 
",0.3438101749442336
 , , , , , , , 
 , , , , , , , 
pull_request_commit,96c376ba1996c096ddc317f0fa38027a17090eec,818,1342,ahoyosid,2016-12-17 16:06:45,adding signature func,NA
pull_request_commit_comment,NA,NA,1342,KamalakerDadi,2016-12-11 09:27:30,+1,0.897686825986123
issue_comment,NA,NA,1342,GaelVaroquaux,2016-12-11 10:16:02,"> The cross_validation module is going to be deprecated in 0.20 not 0.18.

No: it's deprecate in 0.18, it's going to be remove in 0.20. We shouldn't
be using it.

> For the moment we can still use the check_cv in cross_validation.

No, not when 0.18 is installed. We need to make an adaption layer.
",0.6679475862053744
issue_comment,NA,NA,1342,KamalakerDadi,2016-12-11 06:24:52,General comment: What is the motivation of this PR ? Is because of conflicts ?,0.6287466839869167
pull_request_commit_comment,NA,NA,1342,KamalakerDadi,2016-12-11 06:08:45,"Sorry, I didn't understood your change or if I am missing. What do we do when people have scikit-learn version < 0.20 ? Edited: Or the other way who have newer version ?
",0.613500135786049
issue_comment,NA,NA,1342,ahoyosid,2016-12-09 17:35:38,"@KamalakerDadi @mrahim @AlexandreAbraham @lesteve
Can someone of you review this?
",0.538856631974058
pull_request_commit_comment,NA,NA,1342,GaelVaroquaux,2016-12-11 09:25:04,"I don't understand. That's the wrong change: it is importing the deprecated check_cv in 0.18. We shouldn't use the sklearn.cross_validation module in sklearn > 0.18, we should use sklearn.model_selection.",0.5170443670571192
pull_request_commit_comment,NA,NA,1342,ahoyosid,2016-12-11 08:28:45,"The change is simple, not importing check_cv from model_selection, as it does not receive an X param and it causes conflicts.
My bad, that comment was a personal message, I'll remove it.",0.4949117705802394
