rectype,issueid,project_owner,project_name,actor,time,text,action,title,clean_text,Test
rectype,issueid,project_owner,project_name,actor,time,text,action,title,text,N
issue_title,388,idan,oauthlib,mick88,2015-08-31 14:03:22,nan,start issue,Add support for HMAC-SHA256,nan,N
issue_closed,388,idan,oauthlib,lepture,2017-10-27 17:42:52,nan,closed issue,Add support for HMAC-SHA256,nan,N
pull_request_title,388,idan,oauthlib,mick88,2015-08-31 14:03:22,nan,ab1b728a50b86a786247559fb423d01260dd438c,Add support for HMAC-SHA256,nan,N
issue_comment,388,idan,oauthlib,thedrow,2015-10-25 11:09:03,"Looks really nice but needs test coverage.
",nan,nan,look realli nice need test coverag,Y
issue_comment,388,idan,oauthlib,ViktorHaag,2017-10-27 17:14:03,Superseded with PR #498 ?,nan,nan,supersed PR 498,N
issue_comment,388,idan,oauthlib,lepture,2017-10-27 17:42:52,"This should not be included in this library. It is not in RFC. However, we can provide a way to extend signature methods.",nan,nan,thi includ librari It rfc howev provid way extend signatur method,N
pull_request_commit_comment,388,idan,oauthlib,thedrow,2016-12-06 13:27:16,If I remember correctly this needs to be converted to bytes in order to be Python 3 compatible. ,ab1b728a50b86a786247559fb423d01260dd438c,"(52, '', u'oauthlib/oauth1/rfc5849/signature.py')",If I rememb correctli need convert byte order python 3 compat,N
pull_request_commit_comment,388,idan,oauthlib,thedrow,2016-12-06 13:28:26,This will break backwards compatibility. Please include both `SIGNATURE_HMAC_SHA1` & `SIGNATURE_HMAC`.,ab1b728a50b86a786247559fb423d01260dd438c,"(11, '', u'oauthlib/oauth1/rfc5849/__init__.py')",thi break backward compat pleas includ,N
pull_request_commit_comment,388,idan,oauthlib,kevin-brown,2016-12-06 14:40:02,Are those two the exact same? (line 32),ab1b728a50b86a786247559fb423d01260dd438c,"(11, '', u'oauthlib/oauth1/rfc5849/__init__.py')",are two exact line 32,N
pull_request_commit_comment,388,idan,oauthlib,thedrow,2016-12-07 20:36:57,Yes they are.,ab1b728a50b86a786247559fb423d01260dd438c,"(11, '', u'oauthlib/oauth1/rfc5849/__init__.py')",ye,N
pull_request_commit,388,idan,oauthlib,mick88,2015-08-31 13:44:13,Add support for HMAC-SHA256,9d8b4329cc223982ac72b987789178064f858db5,nan,add support hmacsha256,N
pull_request_commit,388,idan,oauthlib,mick88,2015-08-31 13:59:38,"Add explicit declaration of HMAC-SHA1 and point HMAC at it

To avoid confusion, HMAC constant name should explicitly state which SHA variant is used, but for backwards compatibility, SIGNATURE_HMAC is still needed",ab1b728a50b86a786247559fb423d01260dd438c,nan,add explicit declar hmacsha1 point hmac To avoid confus hmac constant name explicitli state sha variant use backward compat signaturehmac still need,N
